0.00001	7.599789005136591*^-177+0.*I
0.00501	8.094583196356075e-32
0.01001	5.7883570932839554e-18
0.015009999999999999	1.7557909146592763e-12
0.02001	6.747194305268245e-10
0.02501	2.6246371924138e-8
0.03001	3.0866739902376606e-7
0.03501	1.8035823744743831e-6
0.04001	6.768979909512889e-6
0.045009999999999994	0.00001887281465836477
0.05001	0.00004270250531490923
0.05501	0.00008298259043547226
0.06001	0.00014385663350599157
0.06501	0.0002284213217062184
0.07001	0.00033853615265132215
0.07501	0.0004748463767354009
0.08001	0.0006369369167131977
0.08501	0.0008235450144016343
0.09000999999999999	0.0010328286714887422
0.09501	0.001262353981037344
0.10000999999999999	0.0015097097116983564
0.10500999999999999	0.0017722094020757044
0.11001	0.002047218511329849
0.11501	0.0023321812525305477
0.12000999999999999	0.0026246832999447596
0.12500999999999998	0.0029224754702687674
0.13001	0.0032235079529801883
0.13501	0.0035259113586276897
0.14001	0.003828022782984755
0.14501	0.0041283647246800744
0.15001	0.0044256416613023845
0.15501	0.004718721684388118
0.16001	0.005006635062381758
0.16501	0.005288548366153266
0.17001	0.005563757330357308
0.17501	0.005831678675893706
0.18001	0.0060918142058069774
0.18501	0.006343784645851462
0.19001	0.0065872715424747565
0.19501000000000002	0.006822039500921164
0.20001	0.0070479062685907855
0.20501	0.0072647521257883626
0.21001	0.007472502955734648
0.21501	0.00767112733081537
0.22001	0.007860621359279051
0.22501	0.008041029843977046
0.23001	0.008212408795548675
0.23501	0.008374841905410456
0.24001	0.008528421289713576
0.24501	0.008673286002523694
0.25001	0.008809550797516257
0.25501	0.008937356716234645
0.26001	0.00905686060009678
0.26501	0.00916821794438576
0.27001000000000003	0.009271594800052742
0.27501000000000003	0.009367153210015234
0.28001000000000004	0.009455064122917101
0.28501000000000004	0.009535499088936045
0.29001000000000005	0.009608630471902881
0.29501000000000005	0.009674629262658314
0.30001	0.009733670754998133
0.30501	0.00978591714471617
0.31001	0.009831548390827703
0.31501	0.009870726541687264
0.32001	0.009903608569505501
0.32501	0.009930374034716367
0.33001	0.00995117367268497
0.33501000000000003	0.00996615278866931
0.34001000000000003	0.009975478487573658
0.34501000000000004	0.009979296862943016
0.35001000000000004	0.009977755664218496
0.35501000000000005	0.009971005463949443
0.36001	0.009959161242081007
0.36501	0.009942381404544821
0.37001	0.009920800608324537
0.37501	0.009894533642679433
0.38001	0.00986371020470557
0.38501	0.009828465488942888
0.39001	0.009788903392213092
0.39501000000000003	0.009745155425613982
0.40001000000000003	0.009697322884810448
0.40501000000000004	0.009645518701479476
0.41001000000000004	0.009589849270749714
0.41501000000000005	0.009530421702729502
0.42001	0.009467328167523938
0.42501	0.009400677777518424
0.43001	0.009330553681888058
0.43501	0.00925706033674584
0.44001	0.009180273019475018
0.44501	0.009100289050819183
0.45001	0.009017193314823197
0.45501	0.0089310627545508
0.46001000000000003	0.008841979301956347
0.46501000000000003	0.008750013317974491
0.47001000000000004	0.00865524044352225
0.47501000000000004	0.008557690132098113
0.48001	0.008457216116390632
0.48501	0.008352440109619622
0.49001	0.008230057587937843
0.49501	0.0078903494274339
0.50001	0.003925623331998339
0.50501	0.00022181824965376534
0.51001	0.000016512612356379004
0.51501	1.9773737112219476e-6
0.52001	3.0731494542849095e-7
0.52501	5.585494852045476e-8
0.53001	1.1254213523292934e-8
0.53501	2.4384405606321853e-9
0.54001	5.572543914895876e-10
0.54501	1.3267587163408143e-10
0.55001	3.2615822749648035e-11
0.55501	8.222681526254094e-12
0.56001	2.1186815110328745e-12
0.56501	5.530485687072677e-13
0.57001	1.4663151783971595e-13
0.57501	3.9412886682390694e-14
0.58001	1.0671456667872313e-14
0.58501	2.90250760935343e-13
0.59001	8.123746509978164e-16
0.59501	5.669717510460907e-15
0.6000099999999999	1.0291823913889142e-16
0.6050099999999999	3.723517493359536e-17
0.6100099999999999	3.026746784466217e-17
0.61501	1.1971112253288339e-17
0.62001	7.02144292749709e-17
0.62501	1.0061885565964394e-17
0.63001	8.517859839287421e-18
0.63501	1.8217741530986464e-17
0.64001	3.787550715357703e-18
0.64501	3.2624055901888723e-16
0.65001	6.879600791607245e-18
0.65501	4.707362656053956e-18
0.66001	3.3635824133583636e-17
0.66501	1.999841822200864e-18
0.67001	2.3949942120502928e-18
0.67501	4.981944571129533e-18
0.68001	1.1504725341232402e-17
0.68501	6.628596115314527e-17
0.69001	1.1727005683694556e-17
0.69501	5.235800580712292e-18
0.70001	2.003309792153843e-18
0.70501	1.298435783620102e-18
0.71001	3.159374494672721e-18
0.71501	4.416995979272756e-18
0.72001	5.060239812332544e-18
0.7250099999999999	9.01363504311089e-18
0.7300099999999999	7.437437907043752e-17
0.7350099999999999	1.839061384918328e-17
0.74001	9.975559583852166e-18
0.74501	3.794741684629477e-18
0.75001	1.7839247356041305e-18
0.75501	5.029467910866488e-18
0.76001	3.598575398091704e-18
0.76501	6.959996972673681e-18
0.77001	3.886979308336588e-17
0.77501	6.880282879609684e-19
0.78001	1.2936824615975292e-16
0.78501	8.178333952654565e-18
0.79001	4.604177211073607e-18
0.79501	1.7514555032378868e-16
0.80001	1.3348396047435432e-16
0.80501	2.2444980836564885e-18
0.81001	2.947849739296539e-18
0.81501	2.4625457548700384e-18
0.82001	2.8870701780275012e-18
0.82501	1.0291873445022652e-18
0.83001	6.671952381661607e-18
0.83501	2.1162177380736505e-18
0.84001	1.6267052966421047e-15
0.84501	8.652601581414054e-18
0.8500099999999999	7.066075779424558e-18
0.8550099999999999	2.7088518757043932e-17
0.8600099999999999	9.173917293351945e-18
